RMS_Smoothed_Filtered_right_TA,RMS_Smoothed_Filtered_right_RF,RMS_Smoothed_Filtered_right_VM,RMS_Smoothed_Filtered_right_MG,RMS_Smoothed_Filtered_left_TA,RMS_Smoothed_Filtered_left_RF,RMS_Smoothed_Filtered_left_VM,RMS_Smoothed_Filtered_left_MG
0.49211962834094963,0.4974590095648823,0.5052762747391629,0.49646221345838426,0.505175694661587,0.4978267940480477,0.49965846642544964,0.501732026252303
0.49202331842295793,0.49721110330486673,0.5121869296938271,0.4969781035019754,0.510802587947186,0.497791341146495,0.49983278729975295,0.5225906730966973
0.49398454932662794,0.49781797691367674,0.49969906557745003,0.4966226206252519,0.5132177650034455,0.49782908834158673,0.49959251351026407,0.5258949183795114
0.4960731825492166,0.49926541878558767,0.49887504730096327,0.4968400701963969,0.5133755971038627,0.49777614193000186,0.5034500818643396,0.5268793828061364
0.49788617141763836,0.4992471412544009,0.4897886299673034,0.49633025311382495,0.5104954333529946,0.49772558360742375,0.5117100374777462,0.5139151031017929
0.49374867401795364,0.5005365224107754,0.5091297379766425,0.49766738098285423,0.5112780225855833,0.49771066035931805,0.5145584051249538,0.5085078918401168
0.49455730095319067,0.5000734550909419,0.5060609447453832,0.49777102413428326,0.508222587073957,0.49774637809516464,0.5171177721872353,0.5053258389365679
0.4944727319603994,0.4983439926384386,0.5306453308256799,0.49788074511085684,0.5105043295418045,0.4979553901608969,0.5021483383242353,0.5140797196115698
0.49617275037330577,0.498051347822928,0.5241220598237375,0.4985878059054826,0.511626072032348,0.4976839937129325,0.5025744167395046,0.5166467951380909
0.4963260434762825,0.49995016365322376,0.5179904373457664,0.49853541154480185,0.5133488501947588,0.4981470221571805,0.5032635641491614,0.521332399258663
0.49417628224137317,0.5057453157051778,0.5082032135929716,0.49814936465728227,0.5119512995660886,0.4939778485689353,0.5001242970374983,0.5090331016041139
0.49447058869213,0.5211307871064853,0.49850749631917396,0.49724177016669957,0.5176425932140465,0.5055865260284256,0.5037393184128645,0.5100215070337933
0.5230164536127018,0.5317699999083034,0.4991859773967883,0.49705773941435005,0.5173445106178723,0.506208141234222,0.5077786177297485,0.5054162754170353
0.5191918140295663,0.5138849640506546,0.4933859544240348,0.4975874454641446,0.5140150189484295,0.4964472392953409,0.5017794832358067,0.5117967045416304
0.5030815661216547,0.5086951425144435,0.5065649587331685,0.4966518812371461,0.5100060712265612,0.5046253195245499,0.5126996732761995,0.5207580203587364
0.5070791845449116,0.49579451211364167,0.5112600620180514,0.4974760275537082,0.5117582846007739,0.5242305529843938,0.5137099825727338,0.5191028313498356
0.4950648379888789,0.4968449626423388,0.5257577115281806,0.4966277682738755,0.5241170172477814,0.5308455125314031,0.5173186590718507,0.5210775061881113
0.4963476374429145,0.5159716835689533,0.5034538598178141,0.4976228859205678,0.5222084302274582,0.5242029527577325,0.517469434656135,0.5219355592265461
0.5003871206093311,0.5126113225132444,0.5033629669556592,0.49626461095023594,0.528636932039602,0.5148681539760902,0.5396468821929626,0.5119649652817821
0.49674568354533705,0.5110224119884847,0.5160219138704274,0.49628206401965247,0.5251682251089712,0.5106307828102612,0.5568065217932855,0.5046105245396618
0.49534496786478704,0.5143492432048475,0.5037496343174248,0.4999522198766756,0.5274417770158585,0.5067577675865409,0.5514041023372512,0.5087525675373006
0.494525669324143,0.49690669173204854,0.5144153519005182,0.49808489396547273,0.5207707765014513,0.4957069582784441,0.5620270157934322,0.504708993940525
0.5005390195092835,0.5014136497987404,0.5006288990185365,0.4993967717261288,0.5124891929759455,0.5088387137050584,0.5133206404586064,0.5072917081959808
0.5008203368056823,0.4983279736099289,0.5150198131496067,0.5009534735709166,0.5026717529638625,0.505187048011278,0.5087289370871146,0.5076377669531906
0.51560088207187,0.5037317339340563,0.5045983781165632,0.4988185256367963,0.5107438079351817,0.5054686174840781,0.5111173181685532,0.5070914307998541
0.5137496736413448,0.4955580391979513,0.5104713026226797,0.5077695513951965,0.5116629089993385,0.4921497189053271,0.5096425054827324,0.5107999000831207
0.5132674325421299,0.5084355578576316,0.5138923515041948,0.509899857840887,0.5275251790345522,0.49288942824799714,0.5101366715772344,0.532036543944647
0.5108711560032817,0.5054735582182831,0.5140809316065926,0.5082346113695019,0.5349500298598598,0.5040680261616934,0.5121328318188604,0.5332254924153863
0.5016934440314912,0.5029734045505537,0.5231220131456155,0.4985886466885619,0.5421438983793759,0.5141983398558331,0.5137488624076303,0.537998185726938
0.5000223556563347,0.5029996501551323,0.5100694082572493,0.49922644874442273,0.5213734878722194,0.5258036536847736,0.5005659363239182,0.5235783348992336
0.5000874473801236,0.49768131045874725,0.5097576579141946,0.4968120251534917,0.5146356192727529,0.524969731833873,0.507064640579185,0.5126346814750655
0.5002229726914829,0.4991192551687243,0.5034691365574736,0.49775845274164154,0.5215181810871815,0.5105499193674269,0.501011497484262,0.5053723108720903
0.4995025432894082,0.5275509327278662,0.5128750324469213,0.49829788049912244,0.5169752558108308,0.5053003493918111,0.5111449158778142,0.5117713539507713
0.49978450799557916,0.5248310030732889,0.5193997443023612,0.4976308345379635,0.5039976587196517,0.5025186916408702,0.5224173541393135,0.5205690127080979
0.4915681227662736,0.5205919975035437,0.5180511865601556,0.4960516732734707,0.5169835603142028,0.5094088144004875,0.5234333638050873,0.5231211606657595
0.4974951298914001,0.5155730029335661,0.5249356553614529,0.49726287691901394,0.5065331611351989,0.5074885365366687,0.5262448779832057,0.521322011772679
0.49862726343815506,0.49790935259744523,0.5213891865102347,0.49693287337655456,0.5109394141046151,0.515706645602802,0.5097029087412601,0.5087581548770335
0.49612149741256767,0.4988186321875931,0.5049810176358921,0.49798306976325396,0.5061200211483441,0.4990460944312898,0.5096409100700291,0.5147434975717703
0.4994455016049751,0.5014520291105106,0.4973085660187819,0.4969511776351038,0.5159767068330687,0.49790112635063843,0.5032699635953412,0.5021738285346599
0.49979862445146844,0.49777120458112756,0.4987725421965392,0.49740231160697523,0.5479690281109245,0.5000282466804048,0.5030323102825578,0.5096229799047749
0.49960180403412907,0.5039934874345745,0.5002137718832675,0.49743381300064476,0.537373440945293,0.49386588743669113,0.5011002462959819,0.5157717958841581
0.5017339070683569,0.5008477895530729,0.49884530812032885,0.4972217986809964,0.5245772801896698,0.49270405799624245,0.5053320478608931,0.5158445702287675
0.5009240014023935,0.5035409196413385,0.5117918727370182,0.4966211329866005,0.5263000343648211,0.4931901966843723,0.5119354130827791,0.5242412675470454
