RMS_Smoothed_Filtered_right_TA,RMS_Smoothed_Filtered_right_RF,RMS_Smoothed_Filtered_right_VM,RMS_Smoothed_Filtered_right_MG,RMS_Smoothed_Filtered_left_TA,RMS_Smoothed_Filtered_left_RF,RMS_Smoothed_Filtered_left_VM,RMS_Smoothed_Filtered_left_MG
0.5151312202310346,0.5005127661001026,0.4949652585583568,0.5003377155144986,0.5123325780183496,0.4912091891713375,0.5006991217585091,0.49488768027724206
0.5157847789229603,0.5002088807413505,0.4949398209764518,0.4998093190827311,0.5240714511365036,0.49125388674018045,0.501464162279121,0.49546435755323054
0.5196645970527533,0.502452222324151,0.4950697859318304,0.5001434844903178,0.523653491054407,0.49117722757227555,0.4994423421394858,0.4965325769384321
0.5029423555549485,0.49975855404563857,0.494217187060751,0.4995571810936469,0.5187742017643855,0.4913545610249206,0.5037817478775333,0.49497132327340754
0.5104864175431163,0.5055670281974215,0.49144155303583575,0.500890877659571,0.5104704428977344,0.491352259098026,0.5112626668321127,0.4933937643190587
0.5096343131782389,0.5023484245665816,0.5041892621834275,0.5008321735967861,0.5039014605139168,0.49133952204797743,0.5097720959677157,0.49401056919990627
0.5102074179376364,0.5044949818350566,0.5047054756364948,0.50230082180262,0.5234167250937127,0.4913285143932836,0.511468929561154,0.49583518718224573
0.5091357722393263,0.5016513033012279,0.5101576199079842,0.5010851383193715,0.5188214582171776,0.49141816643992814,0.5108891703817863,0.49588609102467157
0.5115918508312777,0.5084252443453229,0.49388586715422095,0.5077585064397621,0.5179482331693692,0.49153257883570917,0.508055036050622,0.49624816507781583
0.5114480615749292,0.5173053206257726,0.4985609484329926,0.5138402317971609,0.5212808179095942,0.4919684328811672,0.5054669719369899,0.4973225842010028
0.5058996494726424,0.5173036103889709,0.5122688674237155,0.5114763106525356,0.5121401734083062,0.4928696476143622,0.5013458224520397,0.49214052845597034
0.5389320262756451,0.5290458438378196,0.5233318282959788,0.5222404542822889,0.5132045988128783,0.5285172416328655,0.5033558723131722,0.4923211645808493
0.5493400045329369,0.5298028097720603,0.5344900320503717,0.519062188300626,0.5159994175566006,0.5638252269508479,0.5066443928989124,0.4940489366487227
0.5723463635426347,0.517510392095618,0.5260728226295383,0.5358783027549289,0.5193889946812452,0.5619620447264128,0.5087338347110201,0.493512593131605
0.546257458810938,0.5237532451241202,0.5149753671138604,0.5336009185399853,0.5387221432896185,0.540311161507262,0.5071529661553079,0.4955524352356931
0.5306485861440994,0.5085136553305826,0.5070412460886391,0.5199813865494586,0.5483287641471986,0.4988703967748166,0.5047317444755282,0.498196987218992
0.5286439993013722,0.507533448897698,0.4935912064213632,0.5071041832828478,0.546478594971057,0.49195345499131027,0.5062581411911593,0.49827729326359976
0.5238235543748536,0.5276123763128886,0.48705541558338594,0.5021697004684059,0.5343013276265659,0.4908705251403173,0.5016182237388995,0.4939008529034841
0.5232981906804077,0.5492594001126179,0.4795630521573078,0.5025580384370754,0.5073213440578316,0.49172444392094583,0.502872904950955,0.49333934750018016
0.5194406887384925,0.5517463432414174,0.49463110797534343,0.4978970918060362,0.5224597092678427,0.4915372672526428,0.5224434386758556,0.4925632801815314
0.5157588978922756,0.5479653579077115,0.5406670762399893,0.4987356311284623,0.5262336247734053,0.49104042617879384,0.52168470206242,0.49510184635704013
0.5121354067557761,0.5169822395803871,0.5462255201327695,0.5403458590650652,0.5215466257389701,0.49149799666582705,0.516988571272264,0.5035622177080573
0.5117926303773855,0.5137064695526056,0.5323001941990805,0.5670024353428014,0.5550110499550271,0.49184143851546247,0.5180686805088592,0.5354805884435561
0.5146768659135201,0.514430215060148,0.49831396482038426,0.5770467543872441,0.5428737256250029,0.4906383731432286,0.4998543467026229,0.5423206848788059
0.515803887246707,0.5090469337457401,0.4835405425382717,0.5611692500455306,0.5503577109749135,0.491400242031454,0.5037620949418078,0.5364261390526851
0.5053463034251383,0.5124115848650069,0.4796630323762108,0.5166036380824908,0.5525089105538061,0.49160244067976516,0.5043701331892644,0.5070576256402867
0.5432047463961679,0.5345384912417757,0.46696409151944834,0.5221265598164894,0.5382841247286309,0.4905924564277526,0.50164466798745,0.49281201771919453
0.5734761266012514,0.542355607839031,0.497022749642887,0.5370689792360038,0.5273320924936842,0.4913946861621363,0.501309152704233,0.5025579609606948
0.5904749325670822,0.5338149394442744,0.5003159706657773,0.5516836247536283,0.5207303097832793,0.49131763274081125,0.5027343404371359,0.5180983602591662
0.5520827103882666,0.5247568509087298,0.5077374143899883,0.5471803740508974,0.5324374042939682,0.4913205432890566,0.5047804496060165,0.5182164271441163
0.5570668143856501,0.5504885068244221,0.49016498373182216,0.513928219293508,0.5330331391714156,0.49145107222664663,0.5118403376600309,0.5123781136228828
0.5383777489654253,0.5455468337741732,0.5085775982324066,0.5082559314947227,0.5248872981120591,0.49061835867463105,0.5175584802033644,0.496036613902915
0.5250074599651833,0.5524674732210988,0.5057259844628967,0.5059294255182198,0.5567433178605291,0.4912836222711894,0.52214988531389,0.49341280520837416
0.5196243749704622,0.5394750394760676,0.5295509273379944,0.5019244095150267,0.5407926006561338,0.4920822879610995,0.5255885425417326,0.49417543507260325
0.5142203258449741,0.51120749005518,0.5184172722371198,0.5064438617040278,0.5480688868063741,0.4908694057796529,0.526355088632746,0.5019042742018128
0.5001863236001723,0.49850041895247393,0.5181286258649407,0.5211915781125499,0.5481286943969499,0.4909090959529565,0.5145593316349539,0.4995811237337013
0.5150698395925983,0.5106216916595462,0.5035019789496783,0.5206165142878417,0.5165779054515711,0.4918337908515099,0.4989723615833473,0.4957681197720803
0.5186744400310208,0.5099589709181928,0.4965659513299883,0.5371154135356319,0.513264236614246,0.49106235887654953,0.5011253788579562,0.4955979464829154
0.5248672111041817,0.5090648232620603,0.5027959389673761,0.530702125262945,0.5116176729929345,0.49126766158706864,0.5008779043816273,0.49185899325081667
0.5184750746669777,0.5128616809499288,0.5075606087272603,0.513856470164289,0.5159345690318852,0.4914468467925235,0.5044207482032588,0.4983177651962997
0.5219750621091402,0.5189547677039246,0.5089409294857414,0.5143589739341589,0.5047575146859073,0.49129067151432515,0.5041950687786216,0.4985629265331108
