RMS_Smoothed_Filtered_right_TA,RMS_Smoothed_Filtered_right_RF,RMS_Smoothed_Filtered_right_VM,RMS_Smoothed_Filtered_right_MG,RMS_Smoothed_Filtered_left_TA,RMS_Smoothed_Filtered_left_RF,RMS_Smoothed_Filtered_left_VM,RMS_Smoothed_Filtered_left_MG
0.4981266298631082,0.5119337265671912,0.5009458968794175,0.5001465906396086,0.49596792182361377,0.49946151440510766,0.49649216575126975,0.5073865902489956
0.5030955728584706,0.5121875891095442,0.5008154083484336,0.5016537942863127,0.49613919012514535,0.49972620342630253,0.49638415774213956,0.5180146694132424
0.5040010718786565,0.5096014638667425,0.5004769723669108,0.499986131320101,0.49575643810472547,0.499012377981802,0.49672896609208905,0.5369280491242121
0.5047812659540147,0.505017814609445,0.5038894633272113,0.5018740133628222,0.49620949749535653,0.49977463138729533,0.49717572476621924,0.5584354243329573
0.5111339036258055,0.507664593172611,0.5022360882523967,0.5007681590381752,0.49550338549404305,0.4995281882937409,0.49751432986422256,0.5663224196187185
0.5068168518080197,0.5058759214697639,0.501805775939084,0.49990742334627836,0.4964652595267365,0.5003853128207669,0.4967831010956709,0.5501520231729772
0.5059795950940753,0.5040710690164708,0.5041053659868543,0.49953754673512385,0.49543535507259584,0.49788363725483065,0.4984198547011393,0.535205680221316
0.5035615860223829,0.5050680603403233,0.5026353434683775,0.49912750200630907,0.4973479838654874,0.5025460425681321,0.4985772664520797,0.5153971140106164
0.499742479945167,0.5015542310845634,0.5011693352817621,0.4999821779509582,0.4942826041296243,0.5015356845411605,0.4997658880222614,0.5261183309738139
0.49975525323097053,0.5017073358965336,0.5027422199244264,0.5032424201733253,0.49769891329316773,0.5002785597386225,0.5006016591692622,0.5199282872665257
0.49882525062279426,0.5022280185257967,0.5010846910048299,0.5097516693303569,0.49799308806772147,0.49978558897222786,0.4951429784169658,0.5244728030895965
0.49875252415130555,0.502558727323904,0.4999742635220656,0.5224307765729688,0.4982136837438016,0.5004688065485203,0.5037605638556202,0.5074250444594268
0.49972605569705375,0.5019134553578825,0.4994687776546739,0.5197885656544096,0.5001999882718196,0.5002719764343243,0.5060060375802184,0.5065153389810673
0.4995972896459871,0.5085375631564829,0.5013666968155556,0.5136388740420336,0.5021569226241889,0.5009026385604761,0.5046678811590437,0.5061951510928688
0.4989313495562129,0.5170847299016619,0.4997208352125345,0.5023832894748423,0.49915940529947056,0.5033080103613,0.5001978337447971,0.511085307502078
0.4999517067712543,0.518665930437127,0.502693380805377,0.4963309685123328,0.5023207231453453,0.4973431120660449,0.5195733312866505,0.5069956972772722
0.49777576333978785,0.5142255490238166,0.5050870293302511,0.5161081005864998,0.49883708305602337,0.4933702120067692,0.5168511467007739,0.5213623226115789
0.4997871393481381,0.5163034372685189,0.5029214026962053,0.5147772002135252,0.49896774175990105,0.4963707683158829,0.5138304520949643,0.535287009094245
0.5020506323773565,0.5061414670711493,0.5080949079778636,0.5106112055780455,0.4959612697159388,0.4901774627776639,0.505311686873112,0.5414380039530116
0.5012390200085413,0.507863329255776,0.5146344228585495,0.5089655588456987,0.4980085803114071,0.50624767651327,0.49632519779403916,0.547838843541014
0.5023097147512332,0.5311159947880502,0.517833839004376,0.4999191725286159,0.5003601359632787,0.5065300059032237,0.4999177106847318,0.5416220184849907
0.5037355094121532,0.5223252864856391,0.5015407830564212,0.5010510632675287,0.5047695816566927,0.5460789955961588,0.4980684444079828,0.517295152903432
0.4981214390539642,0.5178999935350966,0.5116159704820854,0.5025148266868859,0.5063445018153894,0.545183049969523,0.4997054612440384,0.5096913433037462
0.4984084241640535,0.5121901712300894,0.5041389003231251,0.5015689985143905,0.494913365494515,0.5396165216999191,0.5093429543682686,0.5087574960761309
0.49911834698026203,0.5030398223506686,0.508129650487564,0.510518291777685,0.4965647767039919,0.5334639206736149,0.504785940224251,0.5042966896920141
0.5005664002261706,0.5022714193088283,0.5056547812462797,0.5162812350811601,0.49768327623046515,0.4983917958319158,0.510045918913267,0.5086131866417223
0.5035642724123366,0.5018907460590396,0.49997737303044315,0.5153527387297563,0.4985985839449911,0.5028600428840184,0.508480777394609,0.5067193083480782
